azimuth,elevation,port 1,port 2,port 3,port 4,port 5,port 6,port 7,port 8,port 9,port 10,port 11,port 12,port 13,port 14,port 15,port 16,port 17,port 18,port 19,port 20,port 21,port 22,port 23,port 24,port 25
-25,-35,5.625,73.125,146.250,-146.250,-73.125,146.250,-140.625,-73.125,-5.625,67.500,-140.625,-67.500,0.000,67.500,140.625,5.625,73.125,140.625,-146.250,-78.750,73.125,146.250,-146.250,-73.125,-5.625
-25,-30,22.500,95.625,174.375,-112.500,-39.375,157.500,-129.375,-56.250,16.875,90.000,-146.250,-73.125,0.000,73.125,146.250,-16.875,56.250,129.375,-157.500,-78.750,39.375,112.500,-174.375,-95.625,-22.500
-25,-25,45.000,123.750,-157.500,-84.375,-5.625,163.125,-118.125,-39.375,39.375,112.500,-157.500,-78.750,0.000,78.750,157.500,-39.375,39.375,118.125,-163.125,-84.375,5.625,84.375,157.500,-123.750,-45.000
-25,-20,73.125,151.875,-129.375,-50.625,33.750,174.375,-106.875,-22.500,56.250,135.000,-163.125,-78.750,0.000,78.750,163.125,-56.250,22.500,106.875,-174.375,-95.625,-33.750,50.625,129.375,-151.875,-73.125
-25,-15,95.625,180.000,-95.625,-16.875,67.500,-174.375,-90.000,-5.625,73.125,157.500,-163.125,-84.375,0.000,84.375,163.125,-73.125,5.625,90.000,174.375,-106.875,-67.500,16.875,95.625,-180.000,-95.625
-25,-10,123.750,-151.875,-67.500,16.875,101.250,-157.500,-73.125,11.250,95.625,180.000,-168.750,-84.375,0.000,84.375,168.750,-95.625,-11.250,73.125,157.500,-118.125,-101.250,-16.875,67.500,151.875,-123.750
-25,-5,157.500,-118.125,-33.750,50.625,135.000,-146.250,-56.250,28.125,112.500,-163.125,-168.750,-84.375,0.000,84.375,168.750,-112.500,-28.125,56.250,146.250,-129.375,-135.000,-50.625,33.750,118.125,-157.500
-25,0,-168.750,-84.375,0.000,84.375,168.750,-129.375,-45.000,45.000,129.375,-146.250,-168.750,-84.375,0.000,84.375,168.750,-129.375,-45.000,45.000,129.375,-146.250,-168.750,-84.375,0.000,84.375,168.750
-25,5,-135.000,-50.625,33.750,118.125,-157.500,-112.500,-28.125,56.250,146.250,-129.375,-168.750,-84.375,0.000,84.375,168.750,-146.250,-56.250,28.125,112.500,-163.125,157.500,-118.125,-33.750,50.625,135.000
-25,10,-101.250,-16.875,67.500,151.875,-123.750,-95.625,-11.250,73.125,157.500,-118.125,-168.750,-84.375,0.000,84.375,168.750,-157.500,-73.125,11.250,95.625,180.000,123.750,-151.875,-67.500,16.875,101.250
-25,15,-67.500,16.875,95.625,-180.000,-95.625,-73.125,5.625,90.000,174.375,-106.875,-163.125,-84.375,0.000,84.375,163.125,-174.375,-90.000,-5.625,73.125,157.500,95.625,180.000,-95.625,-16.875,67.500
-25,20,-33.750,50.625,129.375,-151.875,-73.125,-56.250,22.500,106.875,-174.375,-95.625,-163.125,-78.750,0.000,78.750,163.125,174.375,-106.875,-22.500,56.250,135.000,73.125,151.875,-129.375,-50.625,33.750
-25,25,5.625,84.375,157.500,-123.750,-45.000,-39.375,39.375,118.125,-163.125,-84.375,-157.500,-78.750,0.000,78.750,157.500,163.125,-118.125,-39.375,39.375,112.500,45.000,123.750,-157.500,-84.375,-5.625
-25,30,39.375,112.500,-174.375,-95.625,-22.500,-16.875,56.250,129.375,-157.500,-78.750,-146.250,-73.125,0.000,73.125,146.250,157.500,-129.375,-56.250,16.875,90.000,22.500,95.625,174.375,-112.500,-39.375
-25,35,73.125,146.250,-146.250,-73.125,-5.625,5.625,73.125,140.625,-146.250,-78.750,-140.625,-67.500,0.000,67.500,140.625,146.250,-140.625,-73.125,-5.625,67.500,5.625,73.125,146.250,-146.250,-73.125
-25,40,112.500,174.375,-118.125,-50.625,11.250,22.500,90.000,151.875,-140.625,-73.125,-129.375,-67.500,0.000,67.500,129.375,140.625,-151.875,-90.000,-22.500,45.000,-11.250,50.625,118.125,-174.375,-112.500
-25,45,146.250,-151.875,-95.625,-33.750,28.125,45.000,101.250,163.125,-135.000,-73.125,-123.750,-61.875,0.000,61.875,123.750,135.000,-163.125,-101.250,-45.000,16.875,-28.125,33.750,95.625,151.875,-146.250
-25,50,180.000,-129.375,-73.125,-16.875,39.375,61.875,118.125,174.375,-135.000,-78.750,-112.500,-56.250,0.000,56.250,112.500,135.000,-174.375,-118.125,-61.875,-5.625,-39.375,16.875,73.125,129.375,-180.000
-20,-50,-16.875,28.125,73.125,118.125,163.125,151.875,-168.750,-123.750,-78.750,-33.750,-90.000,-45.000,0.000,45.000,90.000,78.750,123.750,168.750,-151.875,-106.875,-163.125,-118.125,-73.125,-28.125,16.875
-20,-45,-5.625,45.000,95.625,140.625,-168.750,151.875,-157.500,-106.875,-61.875,-11.250,-95.625,-50.625,0.000,50.625,95.625,61.875,106.875,157.500,-151.875,-106.875,168.750,-140.625,-95.625,-45.000,5.625
-20,-40,11.250,67.500,118.125,168.750,-135.000,157.500,-146.250,-95.625,-39.375,11.250,-106.875,-50.625,0.000,50.625,106.875,39.375,95.625,146.250,-157.500,-106.875,135.000,-168.750,-118.125,-67.500,-11.250
-20,-35,28.125,90.000,146.250,-157.500,-101.250,168.750,-135.000,-78.750,-22.500,33.750,-112.500,-56.250,0.000,56.250,112.500,22.500,78.750,135.000,-168.750,-112.500,101.250,157.500,-146.250,-90.000,-28.125
-20,-30,50.625,112.500,174.375,-129.375,-67.500,174.375,-123.750,-61.875,-5.625,56.250,-118.125,-61.875,0.000,61.875,118.125,5.625,61.875,123.750,-174.375,-118.125,67.500,129.375,-174.375,-112.500,-50.625
-20,-25,73.125,140.625,-157.500,-95.625,-33.750,-174.375,-112.500,-50.625,16.875,78.750,-123.750,-61.875,0.000,61.875,123.750,-16.875,50.625,112.500,174.375,-123.750,33.750,95.625,157.500,-140.625,-73.125
-20,-20,101.250,168.750,-129.375,-61.875,0.000,-163.125,-95.625,-33.750,33.750,95.625,-129.375,-67.500,0.000,67.500,129.375,-33.750,33.750,95.625,163.125,-135.000,0.000,61.875,129.375,-168.750,-101.250
-20,-15,129.375,-163.125,-95.625,-28.125,33.750,-146.250,-84.375,-16.875,50.625,118.125,-135.000,-67.500,0.000,67.500,135.000,-50.625,16.875,84.375,146.250,-146.250,-33.750,28.125,95.625,163.125,-129.375
-20,-10,157.500,-135.000,-67.500,0.000,73.125,-135.000,-67.500,0.000,67.500,135.000,-135.000,-67.500,0.000,67.500,135.000,-67.500,0.000,67.500,135.000,-157.500,-73.125,0.000,67.500,135.000,-157.500
-20,-5,-168.750,-101.250,-33.750,33.750,106.875,-118.125,-50.625,16.875,84.375,157.500,-140.625,-67.500,0.000,67.500,140.625,-84.375,-16.875,50.625,118.125,-168.750,-106.875,-33.750,33.750,101.250,168.750
-20,0,-140.625,-67.500,0.000,67.500,140.625,-101.250,-33.750,33.750,101.250,174.375,-140.625,-67.500,0.000,67.500,140.625,-101.250,-33.750,33.750,101.250,174.375,-140.625,-67.500,0.000,67.500,140.625
-20,5,-106.875,-33.750,33.750,101.250,168.750,-84.375,-16.875,50.625,118.125,-168.750,-140.625,-67.500,0.000,67.500,140.625,-118.125,-50.625,16.875,84.375,157.500,-168.750,-101.250,-33.750,33.750,106.875
-20,10,-73.125,0.000,67.500,135.000,-157.500,-67.500,0.000,67.500,135.000,-157.500,-135.000,-67.500,0.000,67.500,135.000,-135.000,-67.500,0.000,67.500,135.000,157.500,-135.000,-67.500,0.000,73.125
-20,15,-33.750,28.125,95.625,163.125,-129.375,-50.625,16.875,84.375,146.250,-146.250,-135.000,-67.500,0.000,67.500,135.000,-146.250,-84.375,-16.875,50.625,118.125,129.375,-163.125,-95.625,-28.125,33.750
-20,20,0.000,61.875,129.375,-168.750,-101.250,-33.750,33.750,95.625,163.125,-135.000,-129.375,-67.500,0.000,67.500,129.375,-163.125,-95.625,-33.750,33.750,95.625,101.250,168.750,-129.375,-61.875,0.000
-20,25,33.750,95.625,157.500,-140.625,-73.125,-16.875,50.625,112.500,174.375,-123.750,-123.750,-61.875,0.000,61.875,123.750,-174.375,-112.500,-50.625,16.875,78.750,73.125,140.625,-157.500,-95.625,-33.750
-20,30,67.500,129.375,-174.375,-112.500,-50.625,5.625,61.875,123.750,-174.375,-118.125,-118.125,-61.875,0.000,61.875,118.125,174.375,-123.750,-61.875,-5.625,56.250,50.625,112.500,174.375,-129.375,-67.500
-20,35,101.250,157.500,-146.250,-90.000,-28.125,22.500,78.750,135.000,-168.750,-112.500,-112.500,-56.250,0.000,56.250,112.500,168.750,-135.000,-78.750,-22.500,33.750,28.125,90.000,146.250,-157.500,-101.250
-20,40,135.000,-168.750,-118.125,-67.500,-11.250,39.375,95.625,146.250,-157.500,-106.875,-106.875,-50.625,0.000,50.625,106.875,157.500,-146.250,-95.625,-39.375,11.250,11.250,67.500,118.125,168.750,-135.000
-20,45,168.750,-140.625,-95.625,-45.000,5.625,61.875,106.875,157.500,-151.875,-106.875,-95.625,-50.625,0.000,50.625,95.625,151.875,-157.500,-106.875,-61.875,-11.250,-5.625,45.000,95.625,140.625,-168.750
-20,50,-163.125,-118.125,-73.125,-28.125,16.875,78.750,123.750,168.750,-151.875,-106.875,-90.000,-45.000,0.000,45.000,90.000,151.875,-168.750,-123.750,-78.750,-33.750,-16.875,28.125,73.125,118.125,163.125
-15,-50,5.625,39.375,73.125,106.875,140.625,163.125,-163.125,-129.375,-95.625,-61.875,-67.500,-33.750,0.000,33.750,67.500,95.625,129.375,163.125,-163.125,-129.375,-140.625,-106.875,-73.125,-39.375,-5.625
-15,-45,22.500,56.250,95.625,129.375,168.750,168.750,-151.875,-112.500,-78.750,-39.375,-73.125,-39.375,0.000,39.375,73.125,78.750,112.500,151.875,-168.750,-135.000,-168.750,-129.375,-95.625,-56.250,-22.500
-15,-40,39.375,78.750,118.125,157.500,-163.125,180.000,-140.625,-101.250,-61.875,-22.500,-78.750,-39.375,0.000,39.375,78.750,61.875,101.250,140.625,-180.000,-140.625,163.125,-157.500,-118.125,-78.750,-39.375
-15,-35,56.250,101.250,146.250,-174.375,-129.375,-174.375,-129.375,-84.375,-45.000,0.000,-84.375,-45.000,0.000,45.000,84.375,45.000,84.375,129.375,174.375,-146.250,129.375,174.375,-146.250,-101.250,-56.250
-15,-30,78.750,123.750,174.375,-140.625,-95.625,-163.125,-118.125,-73.125,-28.125,16.875,-90.000,-45.000,0.000,45.000,90.000,28.125,73.125,118.125,163.125,-151.875,95.625,140.625,-174.375,-123.750,-78.750
-15,-25,106.875,151.875,-157.500,-112.500,-61.875,-151.875,-101.250,-56.250,-5.625,39.375,-95.625,-45.000,0.000,45.000,95.625,5.625,56.250,101.250,151.875,-163.125,61.875,112.500,157.500,-151.875,-106.875
-15,-20,135.000,-180.000,-129.375,-78.750,-28.125,-140.625,-90.000,-39.375,11.250,56.250,-95.625,-50.625,0.000,50.625,95.625,-11.250,39.375,90.000,140.625,-174.375,28.125,78.750,129.375,180.000,-135.000
-15,-15,163.125,-146.250,-95.625,-45.000,5.625,-123.750,-73.125,-22.500,28.125,78.750,-101.250,-50.625,0.000,50.625,101.250,-28.125,22.500,73.125,123.750,174.375,-5.625,45.000,95.625,146.250,-163.125
-15,-10,-168.750,-118.125,-67.500,-11.250,39.375,-112.500,-56.250,-5.625,45.000,95.625,-101.250,-50.625,0.000,50.625,101.250,-45.000,5.625,56.250,112.500,163.125,-39.375,11.250,67.500,118.125,168.750
-15,-5,-135.000,-84.375,-33.750,16.875,73.125,-95.625,-45.000,11.250,61.875,112.500,-106.875,-50.625,0.000,50.625,106.875,-61.875,-11.250,45.000,95.625,146.250,-73.125,-16.875,33.750,84.375,135.000
-15,0,-106.875,-50.625,0.000,50.625,106.875,-78.750,-28.125,28.125,78.750,129.375,-106.875,-50.625,0.000,50.625,106.875,-78.750,-28.125,28.125,78.750,129.375,-106.875,-50.625,0.000,50.625,106.875
-15,5,-73.125,-16.875,33.750,84.375,135.000,-61.875,-11.250,45.000,95.625,146.250,-106.875,-50.625,0.000,50.625,106.875,-95.625,-45.000,11.250,61.875,112.500,-135.000,-84.375,-33.750,16.875,73.125
-15,10,-39.375,11.250,67.500,118.125,168.750,-45.000,5.625,56.250,112.500,163.125,-101.250,-50.625,0.000,50.625,101.250,-112.500,-56.250,-5.625,45.000,95.625,-168.750,-118.125,-67.500,-11.250,39.375
-15,15,-5.625,45.000,95.625,146.250,-163.125,-28.125,22.500,73.125,123.750,174.375,-101.250,-50.625,0.000,50.625,101.250,-123.750,-73.125,-22.500,28.125,78.750,163.125,-146.250,-95.625,-45.000,5.625
-15,20,28.125,78.750,129.375,180.000,-135.000,-11.250,39.375,90.000,140.625,-174.375,-95.625,-50.625,0.000,50.625,95.625,-140.625,-90.000,-39.375,11.250,56.250,135.000,-180.000,-129.375,-78.750,-28.125
-15,25,61.875,112.500,157.500,-151.875,-106.875,5.625,56.250,101.250,151.875,-163.125,-95.625,-45.000,0.000,45.000,95.625,-151.875,-101.250,-56.250,-5.625,39.375,106.875,151.875,-157.500,-112.500,-61.875
-15,30,95.625,140.625,-174.375,-123.750,-78.750,28.125,73.125,118.125,163.125,-151.875,-90.000,-45.000,0.000,45.000,90.000,-163.125,-118.125,-73.125,-28.125,16.875,78.750,123.750,174.375,-140.625,-95.625
-15,35,129.375,174.375,-146.250,-101.250,-56.250,45.000,84.375,129.375,174.375,-146.250,-84.375,-45.000,0.000,45.000,84.375,-174.375,-129.375,-84.375,-45.000,0.000,56.250,101.250,146.250,-174.375,-129.375
-15,40,163.125,-157.500,-118.125,-78.750,-39.375,61.875,101.250,140.625,-180.000,-140.625,-78.750,-39.375,0.000,39.375,78.750,180.000,-140.625,-101.250,-61.875,-22.500,39.375,78.750,118.125,157.500,-163.125
-15,45,-168.750,-129.375,-95.625,-56.250,-22.500,78.750,112.500,151.875,-168.750,-135.000,-73.125,-39.375,0.000,39.375,73.125,168.750,-151.875,-112.500,-78.750,-39.375,22.500,56.250,95.625,129.375,168.750
-15,50,-140.625,-106.875,-73.125,-39.375,-5.625,95.625,129.375,163.125,-163.125,-129.375,-67.500,-33.750,0.000,33.750,67.500,163.125,-163.125,-129.375,-95.625,-61.875,5.625,39.375,73.125,106.875,140.625
-10,-50,28.125,50.625,73.125,95.625,118.125,-180.000,-157.500,-135.000,-112.500,-90.000,-45.000,-22.500,0.000,22.500,45.000,112.500,135.000,157.500,180.000,-157.500,-118.125,-95.625,-73.125,-50.625,-28.125
-10,-45,45.000,67.500,95.625,118.125,146.250,-168.750,-146.250,-118.125,-95.625,-73.125,-50.625,-22.500,0.000,22.500,50.625,95.625,118.125,146.250,168.750,-163.125,-146.250,-118.125,-95.625,-67.500,-45.000
-10,-40,61.875,90.000,118.125,146.250,174.375,-163.125,-135.000,-106.875,-78.750,-56.250,-56.250,-28.125,0.000,28.125,56.250,78.750,106.875,135.000,163.125,-174.375,-174.375,-146.250,-118.125,-90.000,-61.875
-10,-35,84.375,112.500,146.250,174.375,-157.500,-151.875,-123.750,-95.625,-67.500,-33.750,-56.250,-28.125,0.000,28.125,56.250,67.500,95.625,123.750,151.875,180.000,157.500,-174.375,-146.250,-112.500,-84.375
-10,-30,112.500,140.625,174.375,-157.500,-129.375,-140.625,-106.875,-78.750,-50.625,-16.875,-61.875,-28.125,0.000,28.125,61.875,50.625,78.750,106.875,140.625,168.750,129.375,157.500,-174.375,-140.625,-112.500
-10,-25,135.000,168.750,-157.500,-129.375,-95.625,-129.375,-95.625,-61.875,-33.750,0.000,-61.875,-33.750,0.000,33.750,61.875,33.750,61.875,95.625,129.375,157.500,95.625,129.375,157.500,-168.750,-135.000
-10,-20,163.125,-163.125,-129.375,-95.625,-61.875,-112.500,-78.750,-50.625,-16.875,16.875,-67.500,-33.750,0.000,33.750,67.500,16.875,50.625,78.750,112.500,146.250,61.875,95.625,129.375,163.125,-163.125
-10,-15,-163.125,-129.375,-95.625,-61.875,-28.125,-101.250,-67.500,-33.750,0.000,33.750,-67.500,-33.750,0.000,33.750,67.500,0.000,33.750,67.500,101.250,135.000,28.125,61.875,95.625,129.375,163.125
-10,-10,-135.000,-101.250,-67.500,-28.125,5.625,-84.375,-50.625,-16.875,16.875,56.250,-67.500,-33.750,0.000,33.750,67.500,-16.875,16.875,50.625,84.375,118.125,-5.625,28.125,67.500,101.250,135.000
-10,-5,-101.250,-67.500,-33.750,0.000,39.375,-67.500,-33.750,0.000,33.750,73.125,-67.500,-33.750,0.000,33.750,67.500,-33.750,0.000,33.750,67.500,101.250,-39.375,0.000,33.750,67.500,101.250
-10,0,-67.500,-33.750,0.000,33.750,67.500,-50.625,-16.875,16.875,50.625,90.000,-67.500,-33.750,0.000,33.750,67.500,-50.625,-16.875,16.875,50.625,90.000,-67.500,-33.750,0.000,33.750,67.500
-10,5,-39.375,0.000,33.750,67.500,101.250,-33.750,0.000,33.750,67.500,101.250,-67.500,-33.750,0.000,33.750,67.500,-67.500,-33.750,0.000,33.750,73.125,-101.250,-67.500,-33.750,0.000,39.375
-10,10,-5.625,28.125,67.500,101.250,135.000,-16.875,16.875,50.625,84.375,118.125,-67.500,-33.750,0.000,33.750,67.500,-84.375,-50.625,-16.875,16.875,56.250,-135.000,-101.250,-67.500,-28.125,5.625
-10,15,28.125,61.875,95.625,129.375,163.125,0.000,33.750,67.500,101.250,135.000,-67.500,-33.750,0.000,33.750,67.500,-101.250,-67.500,-33.750,0.000,33.750,-163.125,-129.375,-95.625,-61.875,-28.125
-10,20,61.875,95.625,129.375,163.125,-163.125,16.875,50.625,78.750,112.500,146.250,-67.500,-33.750,0.000,33.750,67.500,-112.500,-78.750,-50.625,-16.875,16.875,163.125,-163.125,-129.375,-95.625,-61.875
-10,25,95.625,129.375,157.500,-168.750,-135.000,33.750,61.875,95.625,129.375,157.500,-61.875,-33.750,0.000,33.750,61.875,-129.375,-95.625,-61.875,-33.750,0.000,135.000,168.750,-157.500,-129.375,-95.625
-10,30,129.375,157.500,-174.375,-140.625,-112.500,50.625,78.750,106.875,140.625,168.750,-61.875,-28.125,0.000,28.125,61.875,-140.625,-106.875,-78.750,-50.625,-16.875,112.500,140.625,174.375,-157.500,-129.375
-10,35,157.500,-174.375,-146.250,-112.500,-84.375,67.500,95.625,123.750,151.875,180.000,-56.250,-28.125,0.000,28.125,56.250,-151.875,-123.750,-95.625,-67.500,-33.750,84.375,112.500,146.250,174.375,-157.500
-10,40,-174.375,-146.250,-118.125,-90.000,-61.875,78.750,106.875,135.000,163.125,-174.375,-56.250,-28.125,0.000,28.125,56.250,-163.125,-135.000,-106.875,-78.750,-56.250,61.875,90.000,118.125,146.250,174.375
-10,45,-146.250,-118.125,-95.625,-67.500,-45.000,95.625,118.125,146.250,168.750,-163.125,-50.625,-22.500,0.000,22.500,50.625,-168.750,-146.250,-118.125,-95.625,-73.125,45.000,67.500,95.625,118.125,146.250
-10,50,-118.125,-95.625,-73.125,-50.625,-28.125,112.500,135.000,157.500,180.000,-157.500,-45.000,-22.500,0.000,22.500,45.000,-180.000,-157.500,-135.000,-112.500,-90.000,28.125,50.625,73.125,95.625,118.125
-5,-50,50.625,61.875,73.125,84.375,95.625,-163.125,-151.875,-140.625,-129.375,-118.125,-22.500,-11.250,0.000,11.250,22.500,129.375,140.625,151.875,163.125,174.375,-95.625,-84.375,-73.125,-61.875,-50.625
-5,-45,67.500,78.750,95.625,106.875,118.125,-151.875,-140.625,-129.375,-112.500,-101.250,-22.500,-11.250,0.000,11.250,22.500,112.500,129.375,140.625,151.875,163.125,-118.125,-106.875,-95.625,-78.750,-67.500
-5,-40,90.000,106.875,118.125,129.375,146.250,-140.625,-129.375,-112.500,-101.250,-90.000,-28.125,-11.250,0.000,11.250,28.125,101.250,112.500,129.375,140.625,157.500,-146.250,-129.375,-118.125,-106.875,-90.000
-5,-35,112.500,129.375,146.250,157.500,174.375,-129.375,-112.500,-101.250,-84.375,-73.125,-28.125,-16.875,0.000,16.875,28.125,84.375,101.250,112.500,129.375,146.250,-174.375,-157.500,-146.250,-129.375,-112.500
-5,-30,140.625,157.500,174.375,-174.375,-157.500,-118.125,-101.250,-84.375,-73.125,-56.250,-28.125,-16.875,0.000,16.875,28.125,73.125,84.375,101.250,118.125,135.000,157.500,174.375,-174.375,-157.500,-140.625
-5,-25,168.750,-174.375,-157.500,-140.625,-129.375,-101.250,-90.000,-73.125,-56.250,-39.375,-33.750,-16.875,0.000,16.875,33.750,56.250,73.125,90.000,101.250,118.125,129.375,140.625,157.500,174.375,-168.750
-5,-20,-163.125,-146.250,-129.375,-112.500,-95.625,-90.000,-73.125,-56.250,-39.375,-22.500,-33.750,-16.875,0.000,16.875,33.750,39.375,56.250,73.125,90.000,106.875,95.625,112.500,129.375,146.250,163.125
-5,-15,-129.375,-112.500,-95.625,-78.750,-61.875,-73.125,-56.250,-39.375,-22.500,-5.625,-33.750,-16.875,0.000,16.875,33.750,22.500,39.375,56.250,73.125,90.000,61.875,78.750,95.625,112.500,129.375
-5,-10,-101.250,-84.375,-67.500,-50.625,-28.125,-56.250,-39.375,-22.500,-5.625,11.250,-33.750,-16.875,0.000,16.875,33.750,5.625,22.500,39.375,56.250,78.750,28.125,50.625,67.500,84.375,101.250
-5,-5,-67.500,-50.625,-33.750,-16.875,0.000,-45.000,-22.500,-5.625,11.250,28.125,-33.750,-16.875,0.000,16.875,33.750,-11.250,5.625,22.500,45.000,61.875,0.000,16.875,33.750,50.625,67.500
-5,0,-33.750,-16.875,0.000,16.875,33.750,-28.125,-11.250,11.250,28.125,45.000,-33.750,-16.875,0.000,16.875,33.750,-28.125,-11.250,11.250,28.125,45.000,-33.750,-16.875,0.000,16.875,33.750
-5,5,0.000,16.875,33.750,50.625,67.500,-11.250,5.625,22.500,45.000,61.875,-33.750,-16.875,0.000,16.875,33.750,-45.000,-22.500,-5.625,11.250,28.125,-67.500,-50.625,-33.750,-16.875,0.000
-5,10,28.125,50.625,67.500,84.375,101.250,5.625,22.500,39.375,56.250,78.750,-33.750,-16.875,0.000,16.875,33.750,-56.250,-39.375,-22.500,-5.625,11.250,-101.250,-84.375,-67.500,-50.625,-28.125
-5,15,61.875,78.750,95.625,112.500,129.375,22.500,39.375,56.250,73.125,90.000,-33.750,-16.875,0.000,16.875,33.750,-73.125,-56.250,-39.375,-22.500,-5.625,-129.375,-112.500,-95.625,-78.750,-61.875
-5,20,95.625,112.500,129.375,146.250,163.125,39.375,56.250,73.125,90.000,106.875,-33.750,-16.875,0.000,16.875,33.750,-90.000,-73.125,-56.250,-39.375,-22.500,-163.125,-146.250,-129.375,-112.500,-95.625
-5,25,129.375,140.625,157.500,174.375,-168.750,56.250,73.125,90.000,101.250,118.125,-33.750,-16.875,0.000,16.875,33.750,-101.250,-90.000,-73.125,-56.250,-39.375,168.750,-174.375,-157.500,-140.625,-129.375
-5,30,157.500,174.375,-174.375,-157.500,-140.625,73.125,84.375,101.250,118.125,135.000,-28.125,-16.875,0.000,16.875,28.125,-118.125,-101.250,-84.375,-73.125,-56.250,140.625,157.500,174.375,-174.375,-157.500
-5,35,-174.375,-157.500,-146.250,-129.375,-112.500,84.375,101.250,112.500,129.375,146.250,-28.125,-16.875,0.000,16.875,28.125,-129.375,-112.500,-101.250,-84.375,-73.125,112.500,129.375,146.250,157.500,174.375
-5,40,-146.250,-129.375,-118.125,-106.875,-90.000,101.250,112.500,129.375,140.625,157.500,-28.125,-11.250,0.000,11.250,28.125,-140.625,-129.375,-112.500,-101.250,-90.000,90.000,106.875,118.125,129.375,146.250
-5,45,-118.125,-106.875,-95.625,-78.750,-67.500,112.500,129.375,140.625,151.875,163.125,-22.500,-11.250,0.000,11.250,22.500,-151.875,-140.625,-129.375,-112.500,-101.250,67.500,78.750,95.625,106.875,118.125
-5,50,-95.625,-84.375,-73.125,-61.875,-50.625,129.375,140.625,151.875,163.125,174.375,-22.500,-11.250,0.000,11.250,22.500,-163.125,-151.875,-140.625,-129.375,-118.125,50.625,61.875,73.125,84.375,95.625
0,-50,73.125,73.125,73.125,73.125,73.125,-146.250,-146.250,-146.250,-146.250,-146.250,0.000,0.000,0.000,0.000,0.000,146.250,146.250,146.250,146.250,146.250,-73.125,-73.125,-73.125,-73.125,-73.125
0,-45,95.625,95.625,95.625,95.625,95.625,-135.000,-135.000,-135.000,-135.000,-135.000,0.000,0.000,0.000,0.000,0.000,135.000,135.000,135.000,135.000,135.000,-95.625,-95.625,-95.625,-95.625,-95.625
0,-40,118.125,118.125,118.125,118.125,118.125,-123.750,-123.750,-123.750,-123.750,-123.750,0.000,0.000,0.000,0.000,0.000,123.750,123.750,123.750,123.750,123.750,-118.125,-118.125,-118.125,-118.125,-118.125
0,-35,146.250,146.250,146.250,146.250,146.250,-106.875,-106.875,-106.875,-106.875,-106.875,0.000,0.000,0.000,0.000,0.000,106.875,106.875,106.875,106.875,106.875,-146.250,-146.250,-146.250,-146.250,-146.250
0,-30,174.375,174.375,174.375,174.375,174.375,-95.625,-95.625,-95.625,-95.625,-95.625,0.000,0.000,0.000,0.000,0.000,95.625,95.625,95.625,95.625,95.625,-174.375,-174.375,-174.375,-174.375,-174.375
0,-25,-157.500,-157.500,-157.500,-157.500,-157.500,-78.750,-78.750,-78.750,-78.750,-78.750,0.000,0.000,0.000,0.000,0.000,78.750,78.750,78.750,78.750,78.750,157.500,157.500,157.500,157.500,157.500
0,-20,-129.375,-129.375,-129.375,-129.375,-129.375,-61.875,-61.875,-61.875,-61.875,-61.875,0.000,0.000,0.000,0.000,0.000,61.875,61.875,61.875,61.875,61.875,129.375,129.375,129.375,129.375,129.375
0,-15,-95.625,-95.625,-95.625,-95.625,-95.625,-50.625,-50.625,-50.625,-50.625,-50.625,0.000,0.000,0.000,0.000,0.000,50.625,50.625,50.625,50.625,50.625,95.625,95.625,95.625,95.625,95.625
0,-10,-67.500,-67.500,-67.500,-67.500,-67.500,-33.750,-33.750,-33.750,-33.750,-33.750,0.000,0.000,0.000,0.000,0.000,33.750,33.750,33.750,33.750,33.750,67.500,67.500,67.500,67.500,67.500
0,-5,-33.750,-33.750,-33.750,-33.750,-33.750,-16.875,-16.875,-16.875,-16.875,-16.875,0.000,0.000,0.000,0.000,0.000,16.875,16.875,16.875,16.875,16.875,33.750,33.750,33.750,33.750,33.750
0,0,-33.750,-33.750,-33.750,-33.750,-33.750,-16.875,-16.875,-16.875,-16.875,-16.875,0.000,0.000,0.000,0.000,0.000,16.875,16.875,16.875,16.875,16.875,33.750,33.750,33.750,33.750,33.750
0,5,33.750,33.750,33.750,33.750,33.750,16.875,16.875,16.875,16.875,16.875,0.000,0.000,0.000,0.000,0.000,-16.875,-16.875,-16.875,-16.875,-16.875,-33.750,-33.750,-33.750,-33.750,-33.750
0,10,67.500,67.500,67.500,67.500,67.500,33.750,33.750,33.750,33.750,33.750,0.000,0.000,0.000,0.000,0.000,-33.750,-33.750,-33.750,-33.750,-33.750,-67.500,-67.500,-67.500,-67.500,-67.500
0,15,95.625,95.625,95.625,95.625,95.625,50.625,50.625,50.625,50.625,50.625,0.000,0.000,0.000,0.000,0.000,-50.625,-50.625,-50.625,-50.625,-50.625,-95.625,-95.625,-95.625,-95.625,-95.625
0,20,129.375,129.375,129.375,129.375,129.375,61.875,61.875,61.875,61.875,61.875,0.000,0.000,0.000,0.000,0.000,-61.875,-61.875,-61.875,-61.875,-61.875,-129.375,-129.375,-129.375,-129.375,-129.375
0,25,157.500,157.500,157.500,157.500,157.500,78.750,78.750,78.750,78.750,78.750,0.000,0.000,0.000,0.000,0.000,-78.750,-78.750,-78.750,-78.750,-78.750,-157.500,-157.500,-157.500,-157.500,-157.500
